REACTANT_1,REACTANT_2,PRODUCT_1,CATALYST,ACTIVITY
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C=1(S[H])C=CC=CC=1,C(C=1C=CC(C(SC2=CC=CC=C2)NC(C3=CC=CC=C3)=O)=CC=1)(F)(F)F,COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1,0.5
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C1(S[H])CCCCC1,C(C1=CC=C(C(NC(C2=CC=CC=C2)=O)SC3CCCCC3)C=C1)(F)(F)F,COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1,-0.26
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C(S[H])C,C(C=1C=CC(C(SCC)NC(C2=CC=CC=C2)=O)=CC=1)(F)(F)F,COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1,-0.12
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C1(=CC=C(C=C1)S[H])OC,C(C1=CC=C(C(NC(C2=CC=CC=C2)=O)SC3=CC=C(C=C3)OC)C=C1)(F)(F)F,COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1,0.26
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C=1(S[H])C=CC=CC=1,C=1(C(SC2=CC=CC=C2)NC(C3=CC=CC=C3)=O)C=CC(=CC=1)OC,COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1,0.17
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C1(S[H])CCCCC1,C1(=CC=C(C(NC(C2=CC=CC=C2)=O)SC3CCCCC3)C=C1)OC,COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1,-0.19
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C(S[H])C,C(C1=CC=CC=C1)(NC(C2=CC=C(OC)C=C2)SCC)=O,COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1,0.75
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C1(=CC=C(C=C1)S[H])OC,C1(=CC=C(C(SC2=CC=C(C=C2)OC)NC(C3=CC=CC=C3)=O)C=C1)OC,COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1,0.24
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C=1(S[H])C=CC=CC=1,C12=C(C(C(NC(C3=CC=CC=C3)=O)SC4=CC=CC=C4)=CC=C1)C=CC=C2,COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1,0.53
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C1(S[H])CCCCC1,C=1(C(NC(C2=CC=CC=C2)=O)SC3CCCCC3)C4=C(C=CC=1)C=CC=C4,COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1,-0.24
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C(S[H])C,C12=C(C(C(NC(C3=CC=CC=C3)=O)SCC)=CC=C1)C=CC=C2,COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1,0.02
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C1(=CC=C(C=C1)S[H])OC,C12=C(C(C(NC(C3=CC=CC=C3)=O)SC4=CC=C(OC)C=C4)=CC=C1)C=CC=C2,COc1ccc(Cc2cc3c(c4c2OP(=O)(O)Oc2c(Cc5ccc(OC)cc5)cc5c(c2-4)CCCC5)CCCC3)cc1,0.19
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C=1(S[H])C=CC=CC=1,C1(C(NC(C=2C=CC=CC=2)SC=3C=CC=CC=3)=O)=CC=CC=C1,OP1(=O)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12,2.31
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C1(S[H])CCCCC1,C1(C(SC2CCCCC2)NC(C3=CC=CC=C3)=O)=CC=CC=C1,OP1(=O)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12,1.13
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C(S[H])C,C1(C(NC(C2=CC=CC=C2)SCC)=O)=CC=CC=C1,OP1(=O)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12,1.13
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C1(=CC=C(C=C1)S[H])OC,C1(C(NC(C=2C=CC=CC=2)SC=3C=CC(OC)=CC=3)=O)=CC=CC=C1,OP1(=O)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12,2.06
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C=1(S[H])C=CC=CC=1,C(C=1C=CC(C(SC2=CC=CC=C2)NC(C3=CC=CC=C3)=O)=CC=1)(F)(F)F,OP1(=O)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12,2.06
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C1(S[H])CCCCC1,C(C1=CC=C(C(NC(C2=CC=CC=C2)=O)SC3CCCCC3)C=C1)(F)(F)F,OP1(=O)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12,1.45
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C(S[H])C,C(C=1C=CC(C(SCC)NC(C2=CC=CC=C2)=O)=CC=1)(F)(F)F,OP1(=O)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12,1.3
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C1(=CC=C(C=C1)S[H])OC,C(C1=CC=C(C(NC(C2=CC=CC=C2)=O)SC3=CC=C(C=C3)OC)C=C1)(F)(F)F,OP1(=O)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12,2.31
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C=1(S[H])C=CC=CC=1,C=1(C(SC2=CC=CC=C2)NC(C3=CC=CC=C3)=O)C=CC(=CC=1)OC,OP1(=O)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12,2.31
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C1(S[H])CCCCC1,C1(=CC=C(C(NC(C2=CC=CC=C2)=O)SC3CCCCC3)C=C1)OC,OP1(=O)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12,1.18
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C(S[H])C,C(C1=CC=CC=C1)(NC(C2=CC=C(OC)C=C2)SCC)=O,OP1(=O)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12,1.3
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C1(=CC=C(C=C1)S[H])OC,C1(=CC=C(C(SC2=CC=C(C=C2)OC)NC(C3=CC=CC=C3)=O)C=C1)OC,OP1(=O)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12,2.31
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C=1(S[H])C=CC=CC=1,C12=C(C(C(NC(C3=CC=CC=C3)=O)SC4=CC=CC=C4)=CC=C1)C=CC=C2,OP1(=O)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12,3.14
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C1(S[H])CCCCC1,C=1(C(NC(C2=CC=CC=C2)=O)SC3CCCCC3)C4=C(C=CC=1)C=CC=C4,OP1(=O)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12,1.08
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C(S[H])C,C12=C(C(C(NC(C3=CC=CC=C3)=O)SCC)=CC=C1)C=CC=C2,OP1(=O)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12,1.18
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C1(=CC=C(C=C1)S[H])OC,C12=C(C(C(NC(C3=CC=CC=C3)=O)SC4=CC=C(OC)C=C4)=CC=C1)C=CC=C2,OP1(=O)Oc2c(cc3ccccc3c2-c2c(O1)c(cc1ccccc21)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12)-c1c2ccccc2c(-c2ccc3ccccc3c2)c2ccccc12,3.14
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C=1(S[H])C=CC=CC=1,C1(C(NC(C=2C=CC=CC=2)SC=3C=CC=CC=3)=O)=CC=CC=C1,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,0.26
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C1(S[H])CCCCC1,C1(C(SC2CCCCC2)NC(C3=CC=CC=C3)=O)=CC=CC=C1,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,-0.12
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C(S[H])C,C1(C(NC(C2=CC=CC=C2)SCC)=O)=CC=CC=C1,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,0.0
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C1(=CC=C(C=C1)S[H])OC,C1(C(NC(C=2C=CC=CC=2)SC=3C=CC(OC)=CC=3)=O)=CC=CC=C1,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,0.12
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C=1(S[H])C=CC=CC=1,C(C=1C=CC(C(SC2=CC=CC=C2)NC(C3=CC=CC=C3)=O)=CC=1)(F)(F)F,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,0.24
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C1(S[H])CCCCC1,C(C1=CC=C(C(NC(C2=CC=CC=C2)=O)SC3CCCCC3)C=C1)(F)(F)F,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,-0.12
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C(S[H])C,C(C=1C=CC(C(SCC)NC(C2=CC=CC=C2)=O)=CC=1)(F)(F)F,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,0.02
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C1(=CC=C(C=C1)S[H])OC,C(C1=CC=C(C(NC(C2=CC=CC=C2)=O)SC3=CC=C(C=C3)OC)C=C1)(F)(F)F,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,0.26
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C=1(S[H])C=CC=CC=1,C=1(C(SC2=CC=CC=C2)NC(C3=CC=CC=C3)=O)C=CC(=CC=1)OC,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,0.24
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C1(S[H])CCCCC1,C1(=CC=C(C(NC(C2=CC=CC=C2)=O)SC3CCCCC3)C=C1)OC,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,-0.09
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C(S[H])C,C(C1=CC=CC=C1)(NC(C2=CC=C(OC)C=C2)SCC)=O,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,-0.05
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C1(=CC=C(C=C1)S[H])OC,C1(=CC=C(C(SC2=CC=C(C=C2)OC)NC(C3=CC=CC=C3)=O)C=C1)OC,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,0.29
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C=1(S[H])C=CC=CC=1,C12=C(C(C(NC(C3=CC=CC=C3)=O)SC4=CC=CC=C4)=CC=C1)C=CC=C2,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,0.68
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C1(S[H])CCCCC1,C=1(C(NC(C2=CC=CC=C2)=O)SC3CCCCC3)C4=C(C=CC=1)C=CC=C4,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,-0.07
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C(S[H])C,C12=C(C(C(NC(C3=CC=CC=C3)=O)SCC)=CC=C1)C=CC=C2,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,0.14
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C1(=CC=C(C=C1)S[H])OC,C12=C(C(C(NC(C3=CC=CC=C3)=O)SC4=CC=C(OC)C=C4)=CC=C1)C=CC=C2,CCc1cc2c(c3c1OP(=O)(O)Oc1c(CC)cc4c(c1-3)CCCC4)CCCC2,0.34
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C=1(S[H])C=CC=CC=1,C1(C(NC(C=2C=CC=CC=2)SC=3C=CC=CC=3)=O)=CC=CC=C1,O=P1(O)Oc2c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc3c2-c2c(c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc23)O1,1.45
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C1(S[H])CCCCC1,C1(C(SC2CCCCC2)NC(C3=CC=CC=C3)=O)=CC=CC=C1,O=P1(O)Oc2c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc3c2-c2c(c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc23)O1,0.5
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C(S[H])C,C1(C(NC(C2=CC=CC=C2)SCC)=O)=CC=CC=C1,O=P1(O)Oc2c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc3c2-c2c(c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc23)O1,0.53
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C1(=CC=C(C=C1)S[H])OC,C1(C(NC(C=2C=CC=CC=2)SC=3C=CC(OC)=CC=3)=O)=CC=CC=C1,O=P1(O)Oc2c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc3c2-c2c(c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc23)O1,1.3
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C=1(S[H])C=CC=CC=1,C(C=1C=CC(C(SC2=CC=CC=C2)NC(C3=CC=CC=C3)=O)=CC=1)(F)(F)F,O=P1(O)Oc2c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc3c2-c2c(c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc23)O1,1.45
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C1(S[H])CCCCC1,C(C1=CC=C(C(NC(C2=CC=CC=C2)=O)SC3CCCCC3)C=C1)(F)(F)F,O=P1(O)Oc2c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc3c2-c2c(c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc23)O1,0.75
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C(S[H])C,C(C=1C=CC(C(SCC)NC(C2=CC=CC=C2)=O)=CC=1)(F)(F)F,O=P1(O)Oc2c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc3c2-c2c(c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc23)O1,0.82
C(C=1C=CC(=CC=1)C=NC(C2=CC=CC=C2)=O)(F)(F)F,C1(=CC=C(C=C1)S[H])OC,C(C1=CC=C(C(NC(C2=CC=CC=C2)=O)SC3=CC=C(C=C3)OC)C=C1)(F)(F)F,O=P1(O)Oc2c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc3c2-c2c(c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc23)O1,1.37
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C=1(S[H])C=CC=CC=1,C=1(C(SC2=CC=CC=C2)NC(C3=CC=CC=C3)=O)C=CC(=CC=1)OC,O=P1(O)Oc2c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc3c2-c2c(c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc23)O1,1.53
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C1(S[H])CCCCC1,C1(=CC=C(C(NC(C2=CC=CC=C2)=O)SC3CCCCC3)C=C1)OC,O=P1(O)Oc2c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc3c2-c2c(c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc23)O1,0.82
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C(S[H])C,C(C1=CC=CC=C1)(NC(C2=CC=C(OC)C=C2)SCC)=O,O=P1(O)Oc2c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc3c2-c2c(c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc23)O1,0.86
C1(=CC=C(C=C1)C=NC(C2=CC=CC=C2)=O)OC,C1(=CC=C(C=C1)S[H])OC,C1(=CC=C(C(SC2=CC=C(C=C2)OC)NC(C3=CC=CC=C3)=O)C=C1)OC,O=P1(O)Oc2c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc3c2-c2c(c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc23)O1,1.45
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C=1(S[H])C=CC=CC=1,C12=C(C(C(NC(C3=CC=CC=C3)=O)SC4=CC=CC=C4)=CC=C1)C=CC=C2,O=P1(O)Oc2c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc3c2-c2c(c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc23)O1,1.45
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C1(S[H])CCCCC1,C=1(C(NC(C2=CC=CC=C2)=O)SC3CCCCC3)C4=C(C=CC=1)C=CC=C4,O=P1(O)Oc2c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc3c2-c2c(c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc23)O1,0.45
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C(S[H])C,C12=C(C(C(NC(C3=CC=CC=C3)=O)SCC)=CC=C1)C=CC=C2,O=P1(O)Oc2c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc3c2-c2c(c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc23)O1,0.82
C(C=1C=CC=CC=1)(N=CC=2C3=C(C=CC=2)C=CC=C3)=O,C1(=CC=C(C=C1)S[H])OC,C12=C(C(C(NC(C3=CC=CC=C3)=O)SC4=CC=C(OC)C=C4)=CC=C1)C=CC=C2,O=P1(O)Oc2c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc3c2-c2c(c(-c3cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)cc(-c4cc(C(F)(F)F)cc(C(F)(F)F)c4)c3)cc3ccccc23)O1,1.37
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C=1(S[H])C=CC=CC=1,C1(C(NC(C=2C=CC=CC=2)SC=3C=CC=CC=3)=O)=CC=CC=C1,O=P1(O)Oc2c(-c3ccc(S(F)(F)(F)(F)F)cc3)cc3ccccc3c2-c2c(c(-c3ccc(S(F)(F)(F)(F)F)cc3)cc3ccccc23)O1,0.98
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C1(S[H])CCCCC1,C1(C(SC2CCCCC2)NC(C3=CC=CC=C3)=O)=CC=CC=C1,O=P1(O)Oc2c(-c3ccc(S(F)(F)(F)(F)F)cc3)cc3ccccc3c2-c2c(c(-c3ccc(S(F)(F)(F)(F)F)cc3)cc3ccccc23)O1,0.59
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C(S[H])C,C1(C(NC(C2=CC=CC=C2)SCC)=O)=CC=CC=C1,O=P1(O)Oc2c(-c3ccc(S(F)(F)(F)(F)F)cc3)cc3ccccc3c2-c2c(c(-c3ccc(S(F)(F)(F)(F)F)cc3)cc3ccccc23)O1,0.56
C=1(C=CC=CC=1)C=NC(C=2C=CC=CC=2)=O,C1(=CC=C(C=C1)S[H])OC,C1(C(NC(C=2C=CC=CC=2)SC=3C=CC(OC)=CC=3)=O)=CC=CC=C1,O=P1(O)Oc2c(-c3ccc(S(F)(F)(F)(F)F)cc3)cc3ccccc3c2-c2c(c(-c3ccc(S(F)(F)(F)(F)F)cc3)cc3ccccc23)O1,1.18
